application_id,application_date,application_status,first_name,middle_name,last_name,preferred_name,gender,date_of_birth,nik,birth_place,blood_type,rt_rw,issue_date,email,phone_primary,phone_secondary,address_street,address_city,address_province,address_postal_code,address_country,linkedin_profile,personal_website,position_applied,department,employment_type,desired_salary,salary_negotiable,start_date_available,notice_period,work_authorization,visa_status,willing_to_relocate,remote_work_preference,travel_willingness,education_level,university_name,degree_major,degree_minor,graduation_year,gpa,academic_honors,total_experience,current_employer,current_position,current_salary,previous_employer_1,previous_position_1,previous_employer_2,previous_position_2,reason_for_leaving,technical_skills,soft_skills,programming_languages,certifications,languages_spoken,cover_letter_submitted,portfolio_url,github_profile,criminal_background,drug_test_consent,reference_check_consent,reference_1,reference_2,reference_3,emergency_contact_name,emergency_contact_relationship,emergency_contact_phone,preferred_work_schedule,overtime_availability,weekend_availability,how_found_position,referral_source,why_interested,career_goals,greatest_strength,biggest_weakness,religion,marital_status,bpjs_number,npwp_number,electronic_signature,signature_date,terms_accepted,privacy_policy_accepted
APP20250026,31/03/2025,Under Review,Viman,,Situmorang,,Male,11/01/1965,114425879101,Magelang,B,016/007,11-08-2017,viman.situmorang@perum.id,+62 89-6012-9786,,Jl. Abdul Muis No. 489,Bandar Lampung,Jawa Tengah,06695,Indonesia,https://linkedin.com/in/viman-situmorang-342,,Investment Analyst,Keuangan,Part-time,"Rp 10,835,441",Ya,13/06/2025,1 bulan,WNA dengan Work Permit,Work Permit,Ya,Fleksibel,23%,S1 (Sarjana),Universitas Lampung,Manajemen Keuangan,Ekonomi,2017,,,3-5 tahun,PT Bank CIMB Niaga,Nature conservation officer,"Rp 9,937,966",PT Bank Mandiri,Chiropractor,PT Bank CIMB Niaga,"Producer, radio",Relokasi,"Financial Reporting, Manajemen Waktu, Compliance, Komunikasi",Excel,,"Certified Management Accountant (CMA), Financial Risk Manager (FRM), Certified Public Accountant (CPA)","Arabic, Mandarin, Bahasa Indonesia (Native)",Ya,,,Tidak,Ya,Ya,"Imam Zulaika, Food technologist di PT Bank Rakyat Indonesia, (058) 665-9888, prabowo24@example.org","Yani Pratiwi, Social worker di PT Bank CIMB Niaga, +62-32-997-9696, hasan09@example.net","Pandu Prayoga, Lighting technician, broadcasting/film/video di PT Bank Mandiri, +62 (283) 622-6944, narpatiokto@example.net",Zahra Hartati,Suami/Istri,+62 89-1129-4454,Mulai Pagi,Ya,Kadang-kadang,Karir.com,,Saya tertarik dengan posisi ini karena Ab dicta ipsum aperiam recusandae non culpa. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Dicta perspiciatis beatae doloribus. dan mengembangkan keahlian dalam Komunikasi.,Komunikasi,Delegasi,Katolik,Duda/Janda,BPJS-56401777,,Viman Situmorang,26/05/2025,Ya,Ya
APP20250027,24/05/2025,Under Review,Prakosa,Taufan,Rahayu,Prakosa,Male,05/11/2001,355288500724,Tomohon,B,020/006,20-10-2015,prakosa.rahayu@cv.com,+62 82-7652-3966,,Jalan KH Amin Jasuta No. 334,Semarang,Kalimantan Tengah,09711,Indonesia,https://linkedin.com/in/prakosa-rahayu-225,,Social Media Manager,Pemasaran,Part-time,"Rp 6,365,787",Tidak,03/07/2025,2 bulan,WNA dengan Work Permit,Work Permit,Dalam Pulau Jawa saja,Fleksibel,27%,D3 (Diploma),Universitas Udayana,Ilmu Komunikasi,,2022,3.47,,Entry Level,PT DDB Indonesia,Diplomatic Services operational officer,"Rp 6,940,926",PT DDB Indonesia,Games developer,PT Leo Burnett Indonesia,Cartographer,Restrukturisasi Perusahaan,"Problem Solving, SEO/SEM, Facebook Ads, Manajemen Waktu","Google Ads, Adaptability, Instagram Marketing",,Google Ads Certified,"Bahasa Sunda, Bahasa Batak",Tidak,,,Ya,Ya,Ya,"Kawaca Tampubolon, Public affairs consultant di PT DDB Indonesia, (0276) 388 6524, bagas00@example.com","Asmadi Marpaung, Paediatric nurse di PT BBDO Indonesia, +62 (0238) 807-8998, megantarapandu@example.com","Gabriella Maulana, Electrical engineer di PT DDB Indonesia, +62-337-943-0689, pradanalaila@example.com",Faizah Habibi,Teman,+62 88-9791-8317,Mulai Siang,Tidak,Ya,Website Perusahaan,Ella Najmudin,Saya tertarik dengan posisi ini karena Eos ipsum vitae sed. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Deserunt eum iusto in fugiat id earum. dan mengembangkan keahlian dalam Facebook Ads.,Problem Solving,Public Speaking,Konghucu,Menikah,BPJS-81173285,,Prakosa Rahayu,26/05/2025,Ya,Ya
APP20250028,06/05/2025,Under Review,Nadine,,Yuniar,,Female,05/12/1992,165084852678,Magelang,AB,018/015,20-03-2020,nadine.yuniar@pd.ac.id,+62 81-6365-1098,,Gang Cempaka No. 736,Denpasar,Sulawesi Barat,58403,Indonesia,https://linkedin.com/in/nadine-yuniar-574,,Influencer Marketing Specialist,Pemasaran,Full-time,"Rp 32,947,401",Tidak,26/06/2025,Segera,WNI (Warga Negara Indonesia),N/A,Dalam kota saja,Hybrid,39%,S2 (Magister),Universitas Indonesia,Public Relations,,2015,,,8-12 tahun,PT Ogilvy Indonesia,Geographical information systems officer,"Rp 33,563,034",PT Leo Burnett Indonesia,Broadcast journalist,PT Ogilvy Indonesia,Learning disability nurse,Peluang Lebih Baik,"Analytical Thinking, TikTok Marketing, Komunikasi, SEO/SEM","Instagram Marketing, Facebook Ads, Google Analytics",,"Google Analytics Certified, Google Ads Certified, Facebook Blueprint Certified","Bahasa Sunda, Bahasa Indonesia (Native), Arabic, Mandarin",Ya,https://portfolio.nadineyuniar.com,,Ya,Ya,Ya,"Bakda Sitompul, Regulatory affairs officer di PT Leo Burnett Indonesia, +62-0592-919-2460, jonoramadan@example.net","Adiarja Prasasta, Architect di PT BBDO Indonesia, 0820407076, caraka85@example.net","Agus Wahyudin, Ranger/warden di PT Ogilvy Indonesia, +62-061-790-0647, zulaikhalatupono@example.com",Rama Puspasari,Orang Tua,+62 81-5593-1027,Mulai Pagi,Ya,Kadang-kadang,Referensi,,Saya tertarik dengan posisi ini karena Tenetur corporis perspiciatis perferendis consequuntur. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Quasi accusantium fuga distinctio. dan mengembangkan keahlian dalam TikTok Marketing.,Komunikasi,Perfeksionis,Islam,Duda/Janda,,85.619.920.6-990.661,Nadine Yuniar,26/05/2025,Ya,Ya
APP20250029,18/05/2025,Under Review,Jaeman,,Habibi,,Male,08/11/1970,127725114634,Payakumbuh,B,014/012,16-11-2024,jaeman.habibi@pd.com,+62 87-3572-3677,,Jalan Ciumbuleuit No. 387,Denpasar,Sumatera Barat,47122,Indonesia,https://linkedin.com/in/jaeman-habibi-765,,Clinical Research Coordinator,Kesehatan,Contract,"Rp 14,683,149",Ya,10/06/2025,Segera,WNA dengan Work Permit,Work Permit,Tidak,Fully Remote,31%,S2 (Magister),Universitas Negeri Jakarta,Gizi,,2011,,,3-5 tahun,Mayapada Healthcare,Customer service manager,"Rp 11,889,897",PT Kalbe Farma,Broadcast engineer,RS Fatmawati,Translator,Restrukturisasi Perusahaan,"Electronic Health Records, Analytical Thinking, Clinical Documentation, Medical Records",Emergency Care,,SIP (Surat Ijin Praktik),"Bahasa Jawa, Arabic, Mandarin",Tidak,,,Tidak,Tidak,Ya,"Kamaria Saptono, Nurse, adult di RS Fatmawati, +62-405-139-1538, tomi67@example.org","Cemeti Zulaika, Designer, jewellery di PT Kalbe Farma, +62-75-933-8374, iswahyudiismail@example.com",,Kadir Waskita,Orang Tua,+62 82-7651-8712,Standar (9-17),Ya,Kadang-kadang,Website Perusahaan,,Saya tertarik dengan posisi ini karena Amet rem laborum officiis molestiae. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Tenetur eum consequuntur et dignissimos voluptas cumque. dan mengembangkan keahlian dalam Emergency Care.,Keahlian Teknis,Delegasi,Hindu,Duda/Janda,,,Jaeman Habibi,26/05/2025,Ya,Ya
APP20250030,18/04/2025,Under Review,Jabal,,Fujiati,,Male,08/06/1980,156683107899,Tebingtinggi,B,005/007,13-08-2019,jabal.fujiati@cv.biz.id,+62 89-8073-7709,+62 89-2667-4335,Gg. Kutisari Selatan No. 4,Samarinda,Kalimantan Utara,03736,Indonesia,https://linkedin.com/in/jabal-fujiati-416,https://jabalfujiati.com,Guru SMP,Pendidikan,Part-time,"Rp 12,239,334",Ya,16/07/2025,Segera,WNI (Warga Negara Indonesia),N/A,Tidak,Fleksibel,4%,S2 (Magister),Universitas Hasanuddin,Pendidikan Bahasa Indonesia,,2012,,,3-5 tahun,Binar Academy,Colour technologist,"Rp 10,709,733",Hacktiv8,Ophthalmologist,Zenius,Tax adviser,Relokasi,"Kerja Tim, Komunikasi, Curriculum Development, Teaching",Academic Research,,TOEFL/IELTS Certificate,"Bahasa Sunda, Arabic",Tidak,,,Tidak,Tidak,Ya,"Ibrahim Uyainah, Primary school teacher di Hacktiv8, 0856292104, pwastuti@example.org","Xanana Anggriawan, Conservation officer, nature di Institut Teknologi Bandung, +62 (04) 341 7434, ikanajmudin@example.com",,Lidya Januar,Suami/Istri,+62 82-6859-4002,Mulai Pagi,Terbatas,Kadang-kadang,Job Fair,,Saya tertarik dengan posisi ini karena Rerum excepturi voluptatibus nisi quaerat ut ullam. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Deleniti veniam provident sit quam dolore. dan mengembangkan keahlian dalam Kerja Tim.,Kerja Tim,Public Speaking,Katolik,Belum Menikah,BPJS-49121698,,Jabal Fujiati,26/05/2025,Ya,Ya
APP20250031,25/05/2025,Pending,Mala,,Latupono,,Female,03/10/1963,321287446180,Pekanbaru,-,002/001,07-11-2020,mala.latupono@ud.int,+62 82-5053-3767,,Gang Gegerkalong Hilir No. 6,Jakarta,Maluku Utara,20703,Indonesia,https://linkedin.com/in/mala-latupono-977,https://malalatupono.com,Budget Analyst,Keuangan,Full-time,"Rp 28,551,320",Ya,12/07/2025,Segera,WNA dengan Work Permit,Work Permit,Dalam kota saja,Hybrid,33%,S3 (Doktor),Universitas Brawijaya,Manajemen Keuangan,,2019,,Wisudawan Terbaik,8-12 tahun,PT Asuransi Jiwasraya,Travel agency manager,"Rp 23,361,729",PT Bank Rakyat Indonesia,Merchant navy officer,PT Bank Negara Indonesia,Clinical psychologist,Mencari Tantangan Baru,"Kerja Tim, Financial Reporting, SAP, QuickBooks",Banking,,"Certified Internal Auditor (CIA), Certified Public Accountant (CPA), Certified Management Accountant (CMA)","English, Bahasa Minang",Ya,,,Ya,Tidak,Ya,"Ihsan Hardiansyah, Computer games developer di PT Bank Rakyat Indonesia, +62 (050) 873-7621, jane72@example.org","Kemba Suartini, Civil engineer, consulting di PT Bank Rakyat Indonesia, (0532) 460-3175, situmorangsamiah@example.com",,Warsa Hardiansyah,Suami/Istri,+62 85-4072-7907,Mulai Pagi,Tidak,Kadang-kadang,LinkedIn,,Saya tertarik dengan posisi ini karena Facilis sed saepe at unde hic eaque amet. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Labore tenetur laborum. dan mengembangkan keahlian dalam QuickBooks.,Kerja Tim,Perfeksionis,Katolik,Belum Menikah,BPJS-57118731,,Mala Latupono,26/05/2025,Ya,Ya
APP20250032,17/05/2025,Pending,Ulva,,Wasita,,Female,10/12/1979,155170248454,Probolinggo,O,010/005,17-01-2018,ulva.wasita@pt.or.id,+62 82-3297-3233,,Jl. BKR No. 9,Palembang,Papua Barat,89564,Indonesia,https://linkedin.com/in/ulva-wasita-703,,Radiographer,Kesehatan,Contract,"Rp 5,615,758",Ya,15/06/2025,2 bulan,WNI (Warga Negara Indonesia),N/A,Dalam kota saja,Fleksibel,49%,S1 (Sarjana),Universitas Tarumanagara,Gizi,,2016,,,Entry Level,PT Kimia Farma,Medical technical officer,"Rp 4,948,889",RS Fatmawati,Podiatrist,PT Kalbe Farma,Television/film/video producer,Relokasi,"Medical Terminology, Problem Solving, Privacy Compliance, Kerja Tim",Adaptability,,Tidak ada,"Mandarin, Bahasa Jawa, English",Tidak,,,Tidak,Tidak,Ya,"Cinta Siregar, Patent attorney di PT Kalbe Farma, 0800772090, jjanuar@example.com","Bakidin Sihotang, Land di PT Kimia Farma, (0363) 497-3955, msaptono@example.com",,Pia Sitompul,Orang Tua,+62 89-1424-6511,Mulai Pagi,Ya,Kadang-kadang,LinkedIn,,Saya tertarik dengan posisi ini karena Occaecati nihil molestias tempore laborum. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Eum eos aperiam error. dan mengembangkan keahlian dalam Adaptability.,Kepemimpinan,Perfeksionis,Lainnya,Duda/Janda,,67.450.366.8-562.306,Ulva Wasita,26/05/2025,Ya,Ya
APP20250033,27/03/2025,Pending,Elon,,Astuti,,Male,28/08/1966,159248445111,Payakumbuh,AB,017/015,20-11-2023,elon.astuti@ud.mil,+62 89-1339-6344,,Gang S. Parman No. 7,Denpasar,Kalimantan Selatan,13665,Indonesia,https://linkedin.com/in/elon-astuti-959,,Process Improvement Specialist,Bisnis,Contract,"Rp 12,422,082",Tidak,19/07/2025,1 bulan,WNA dengan Work Permit,Work Permit,Dalam Pulau Jawa saja,Work from Office,10%,S1 (Sarjana),Universitas Pelita Harapan,Kewirausahaan,,2018,,,3-5 tahun,PT Indofood Sukses Makmur,Oncologist,"Rp 12,502,402",PT Bank Central Asia,Trading standards officer,PT Bank Rakyat Indonesia,Sub,Restrukturisasi Perusahaan,"Adaptability, Strategic Planning, Excel, Manajemen Waktu","Project Management, Stakeholder Management",,Six Sigma Black Belt,"Bahasa Bali, Bahasa Jawa",Ya,,,Tidak,Tidak,Ya,"Cinthia Rahmawati, Lecturer, further education di PT Bank Rakyat Indonesia, +62 (091) 536 2937, among61@example.com","Ajiono Sitorus, Web designer di PT Bank Rakyat Indonesia, (0787) 912-5871, xpuspasari@example.org","Hamima Prastuti, Applications developer di PT Bank Rakyat Indonesia, +62-991-076-2066, darimin28@example.com",Fitriani Pratama,Suami/Istri,+62 87-3753-6660,Mulai Pagi,Terbatas,Ya,JobStreet,Najib Iswahyudi,Saya tertarik dengan posisi ini karena Quidem totam occaecati veniam. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Placeat soluta velit delectus voluptatibus. dan mengembangkan keahlian dalam Excel.,Kepemimpinan,Delegasi,Lainnya,Menikah,BPJS-33281784,31.103.726.3-484.480,Elon Astuti,26/05/2025,Ya,Ya
APP20250034,23/04/2025,Pending,Fathonah,,Lazuardi,,Female,22/02/1987,327941767470,Cilegon,-,007/009,27-12-2015,fathonah.lazuardi@perum.my.id,+62 87-9073-7312,,Gg. Rawamangun No. 880,Padang,Banten,97033,Indonesia,https://linkedin.com/in/fathonah-lazuardi-866,,Budget Analyst,Keuangan,Full-time,"Rp 16,975,162",Tidak,26/05/2025,1 bulan,WNI (Warga Negara Indonesia),N/A,Dalam Pulau Jawa saja,Fully Remote,45%,S1 (Sarjana),Universitas Andalas,Perbankan,,2021,,,5-8 tahun,PT Bank Rakyat Indonesia,"Surveyor, quantity","Rp 16,354,388",PT Bank Central Asia,Senior tax professional/tax inspector,PT Bank CIMB Niaga,"Engineer, civil (contracting)",Restrukturisasi Perusahaan,"Risk Analysis, Kepemimpinan, Komunikasi, SAP",Kerja Tim,,Financial Risk Manager (FRM),"Arabic, English, Bahasa Minang, Bahasa Sunda",Ya,,,Tidak,Ya,Ya,"Mumpuni Purwanti, Musician di PT Bank CIMB Niaga, +62 (39) 995 1785, caraka43@example.net","Margana Tarihoran, Programme researcher, broadcasting/film/video di PT Asuransi Jiwasraya, 0864983137, rafidlatupono@example.net","Respati Megantara, Industrial buyer di PT Bank Central Asia, +62-0502-231-6360, nurainisadina@example.com",Bahuwarna Winarsih,Teman,+62 85-4309-8890,Jam Fleksibel,Ya,Tidak,LinkedIn,,Saya tertarik dengan posisi ini karena Aliquam saepe culpa ratione autem. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Ex reiciendis ducimus quasi. dan mengembangkan keahlian dalam SAP.,Kepemimpinan,Manajemen Waktu,Buddha,Duda/Janda,,,Fathonah Lazuardi,26/05/2025,Ya,Ya
APP20250035,05/04/2025,Pending,Mulyanto,Raina,Zulkarnain,,Male,20/10/1988,173225847947,Pangkalpinang,AB,010/004,22-12-2023,mulyanto.zulkarnain@cv.com,+62 85-1659-9677,,Gg. Sentot Alibasa No. 616,Semarang,DKI Jakarta,62497,Indonesia,https://linkedin.com/in/mulyanto-zulkarnain-506,,Curriculum Developer,Pendidikan,Magang,"Rp 15,669,306",Ya,06/07/2025,2 bulan,WNI (Warga Negara Indonesia),N/A,Dalam kota saja,Fully Remote,31%,S2 (Magister),Universitas Pelita Harapan,Pendidikan Bahasa Indonesia,,2010,3.18,,5-8 tahun,Zenius,"Scientist, research (maths)","Rp 13,508,147",Zenius,Secondary school teacher,Binar Academy,"Loss adjuster, chartered",Relokasi,"Bahasa Inggris, Komunikasi, Curriculum Development, Classroom Management","Educational Technology, Teaching",,"Sertifikat Pendidik, Microsoft Office Specialist","Mandarin, Bahasa Jawa",Tidak,,,Tidak,Tidak,Ya,"Tasdik Winarsih, Production manager di Binar Academy, 0870307745, gangsawahyuni@example.com","Gading Tamba, Hospital doctor di Universitas Gadjah Mada, (036) 240 4930, jaka30@example.net","Ibrani Prastuti, Geologist, wellsite di Binar Academy, +62-00-772-9396, kandriani@example.net",Raina Sihombing,Teman,+62 82-5211-1302,Mulai Siang,Tidak,Kadang-kadang,JobStreet,,Saya tertarik dengan posisi ini karena Tenetur architecto eius iure eos qui. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Culpa illum iure sunt beatae autem illo. dan mengembangkan keahlian dalam Bahasa Inggris.,Komunikasi,Public Speaking,Buddha,Belum Menikah,BPJS-90612133,83.431.133.4-182.284,Mulyanto Zulkarnain,26/05/2025,Ya,Ya
APP20250036,19/04/2025,Interview Scheduled,Cayadi,Elisa,Nainggolan,,Male,19/10/2001,173436513527,Palembang,A,008/010,04-01-2016,cayadi.nainggolan@cv.web.id,+62 82-7802-1333,,Jl. Medokan Ayu No. 9,Medan,Kalimantan Selatan,67232,Indonesia,https://linkedin.com/in/cayadi-nainggolan-411,,Radiographer,Kesehatan,Part-time,"Rp 15,967,106",Ya,07/07/2025,2 minggu,WNA dengan Work Permit,Work Permit,Dalam Pulau Jawa saja,Work from Office,38%,S2 (Magister),Universitas Sriwijaya,Kesehatan Masyarakat,,2010,3.53,,5-8 tahun,RS Persahabatan,Trade mark attorney,"Rp 16,156,885",PT Kalbe Farma,Bookseller,RS Pondok Indah,"Secretary, company",Mencari Tantangan Baru,"Electronic Health Records, Patient Care, Kerja Tim, Bahasa Inggris",Patient Safety,,BLS Certification,"Arabic, Bahasa Sunda, Japanese, English",Ya,,,Tidak,Tidak,Ya,"Oliva Santoso, Analytical chemist di PT Kalbe Farma, +62 (0995) 523-0165, prakasakasusra@example.net","Darijan Gunarto, Ambulance person di RS Pondok Indah, (0236) 441 7052, anggriawanzelda@example.org","Ibun Irawan, Phytotherapist di RS Pondok Indah, +62 (0206) 936 2723, marwatamaryati@example.net",Ana Hakim,Saudara,+62 89-1250-7204,Standar (9-17),Ya,Ya,JobStreet,,Saya tertarik dengan posisi ini karena Debitis quaerat quae. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Eum modi quasi consequuntur enim amet eum. dan mengembangkan keahlian dalam Patient Safety.,Keahlian Teknis,Manajemen Waktu,Islam,Belum Menikah,,,Cayadi Nainggolan,26/05/2025,Ya,Ya
APP20250037,12/05/2025,Pending,Zelaya,Ivan,Maheswara,,Female,15/07/1998,168758981619,Kotamobagu,-,015/010,07-07-2020,zelaya.maheswara@cv.gov,+62 89-7264-1564,,Jl. Dr. Djunjunan No. 7,Bekasi,Jawa Barat,12106,Indonesia,https://linkedin.com/in/zelaya-maheswara-882,,Dosen,Pendidikan,Contract,"Rp 32,165,885",Ya,28/06/2025,Segera,WNI (Warga Negara Indonesia),N/A,Dalam kota saja,Hybrid,14%,S1 (Sarjana),Universitas Airlangga,Pendidikan Kimia,,2014,3.27,,8-12 tahun,Skill Academy,Product manager,"Rp 33,169,429",Institut Teknologi Bandung,Sports development officer,Hacktiv8,"Scientist, forensic",Peluang Lebih Baik,"Adaptability, Kepemimpinan, Komunikasi, Classroom Management",Curriculum Development,,Sertifikat Pendidik,"English, Bahasa Jawa, Bahasa Batak",Tidak,,,Tidak,Ya,Ya,"Virman Jailani, Community pharmacist di Institut Teknologi Bandung, +62-051-935-2620, jaga71@example.org","Mahesa Haryanti, Careers information officer di Institut Teknologi Bandung, +62-423-554-3619, wijayantiopung@example.org","Lega Sihotang, Doctor, general practice di Hacktiv8, +62-081-048-5693, olivamahendra@example.net",Iriana Situmorang,Saudara,+62 89-9209-8616,Mulai Siang,Tidak,Kadang-kadang,Karir.com,Hardana Budiman,Saya tertarik dengan posisi ini karena Praesentium recusandae nemo eveniet dolore sapiente explicabo ab. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Officia ipsam adipisci voluptatem. dan mengembangkan keahlian dalam Curriculum Development.,Kerja Tim,Manajemen Waktu,Buddha,Menikah,BPJS-97078246,,Zelaya Maheswara,26/05/2025,Ya,Ya
APP20250038,21/04/2025,Interview Scheduled,Cornelia,,Marbun,,Female,17/01/1994,156288949640,Bekasi,-,017/008,17-06-2019,cornelia.marbun@perum.mil.id,+62 88-7429-7638,+62 82-6401-8074,Gg. Laswi No. 3,Samarinda,Kepulauan Bangka Belitung,68386,Indonesia,https://linkedin.com/in/cornelia-marbun-939,,Internal Auditor,Keuangan,Magang,"Rp 7,444,250",Tidak,27/05/2025,Segera,Permanent Resident,N/A,Tidak,Work from Office,40%,S1 (Sarjana),Universitas Sebelas Maret,Akuntansi,,2019,,,Entry Level,PT Bank CIMB Niaga,"Research officer, government","Rp 6,132,925",PT Bank Negara Indonesia,Merchant navy officer,PT Bank CIMB Niaga,Architect,Relokasi,"Problem Solving, Adaptability, Manajemen Waktu, Analytical Thinking","QuickBooks, Komunikasi",,"Certified Management Accountant (CMA), Financial Risk Manager (FRM)","Bahasa Bali, English",Ya,,,Ya,Tidak,Ya,"Keisha Maulana, Therapist, horticultural di PT Bank Negara Indonesia, +62 (0628) 278 1017, cengkalnababan@example.org","Vanesa Novitasari, Editor, film/video di PT Bank Negara Indonesia, (0630) 009-5235, nrimasuwarno@example.com","Hani Waluyo, Programme researcher, broadcasting/film/video di PT Bank Mandiri, 0859542103, wsirait@example.net",Saiful Mayasari,Orang Tua,+62 82-6725-6581,Jam Fleksibel,Ya,Kadang-kadang,Referensi,Rusman Yolanda,Saya tertarik dengan posisi ini karena Iure accusantium ea impedit. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Eveniet doloremque error dolorem quibusdam odio reiciendis. dan mengembangkan keahlian dalam Analytical Thinking.,Komunikasi,Public Speaking,Buddha,Duda/Janda,BPJS-61315952,61.975.377.6-916.333,Cornelia Marbun,26/05/2025,Ya,Ya
APP20250039,02/04/2025,Pending,Gaman,Bakiono,Usamah,,Male,14/08/1960,111539553002,Bau-Bau,-,013/013,18-02-2021,gaman.usamah@pd.int,+62 82-6733-1278,,Jl. Sukabumi No. 49,Makassar,Nusa Tenggara Barat,92453,Indonesia,https://linkedin.com/in/gaman-usamah-986,https://gamanusamah.com,Physical Therapist,Kesehatan,Magang,"Rp 29,588,186",Ya,30/06/2025,2 minggu,Permanent Resident,N/A,Ya,Hybrid,38%,S2 (Magister),Institut Teknologi Sepuluh Nopember,Kesehatan Masyarakat,Farmasi,2015,,,8-12 tahun,Mayapada Healthcare,Insurance claims handler,"Rp 29,180,615",PT Bio Farma,"Therapist, horticultural",RS Persahabatan,"Editor, commissioning",Peluang Lebih Baik,"Manajemen Waktu, Electronic Health Records, Medical Records, Medical Terminology","Komunikasi, Problem Solving",,"SIP (Surat Ijin Praktik), BLS Certification, STR (Surat Tanda Registrasi)","Bahasa Bali, Bahasa Batak",Tidak,,,Tidak,Tidak,Ya,"Malika Wibowo, Haematologist di PT Bio Farma, +62-50-183-9535, nyoman10@example.org","Lurhur Prakasa, Commercial horticulturist di RS Fatmawati, +62 (0875) 830-8269, pangestu05@example.org",,Umi Napitupulu,Teman,+62 81-6324-1352,Mulai Siang,Tidak,Ya,JobStreet,Gamani Sihotang,Saya tertarik dengan posisi ini karena Vel numquam similique. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Ducimus commodi dolorem assumenda amet. dan mengembangkan keahlian dalam Medical Terminology.,Problem Solving,Public Speaking,Konghucu,Belum Menikah,,,Gaman Usamah,26/05/2025,Ya,Ya
APP20250040,05/05/2025,Under Review,Bagiya,,Wahyudin,Bagiya,Male,25/04/1978,182171816094,Tanjungpinang,A,006/002,05-01-2017,bagiya.wahyudin@cv.id,+62 8-1785-1840,,Jl. Kendalsari No. 94,Bekasi,Riau,92708,Indonesia,https://linkedin.com/in/bagiya-wahyudin-786,,Senior Accountant,Keuangan,Full-time,"Rp 10,334,505",Ya,09/08/2025,2 minggu,WNA dengan Work Permit,Work Permit,Tidak,Fully Remote,44%,D3 (Diploma),Institut Teknologi Bandung,Akuntansi,,2023,,,1-3 tahun,PT Bank Mandiri,"Secretary, company","Rp 11,259,620",PT Bank Danamon,Physiotherapist,PT Bank Rakyat Indonesia,"Engineer, structural",Pengembangan Karir,"Komunikasi, QuickBooks, Forecasting, Adaptability",Financial Reporting,,Certified Internal Auditor (CIA),"Bahasa Batak, Japanese, Bahasa Bali, Bahasa Minang",Tidak,,,Ya,Tidak,Ya,"Rina Mahendra, Diplomatic Services operational officer di PT Bank Rakyat Indonesia, 086 726 5816, kariman58@example.org","Warsa Fujiati, Education officer, museum di PT Bank Rakyat Indonesia, +62 (726) 003-6005, budimanhimawan@example.com",,Heru Suryono,Suami/Istri,+62 82-3931-2679,Mulai Pagi,Terbatas,Ya,Job Fair,,Saya tertarik dengan posisi ini karena Quaerat dolores reprehenderit asperiores provident. dan ingin berkontribusi untuk kemajuan perusahaan.,Tujuan karir saya adalah Dolorum ab neque nisi ipsum at vero. dan mengembangkan keahlian dalam Komunikasi.,Kerja Tim,Public Speaking,Katolik,Menikah,BPJS-51105783,27.448.874.9-728.566,Bagiya Wahyudin,26/05/2025,Ya,Ya
